id	parent	iteration	status	description	n	sums	diffs	span	score	solver_seconds	evaluator_seconds	total_seconds	set_hash	artifact_sha256
sol_0042	sol_0036	41	ok	Implemented the focused island genetic search in `solver.py`: - 16 islands, 512 total individuals - Independent asymmetric fringe masks - `w=40..180`, `m=20..300` - Two-point crossover and 2–12 correlated mutations - Exact sum/difference scoring - Deterministic seed `5041` - Atomic incumbent checkpointing - Exact 66-element fallback - 150-second search budget Static AST and whitespace validation passed. The solver was not executed, and no other file was modified.	66	265	235	158	1.0946069773879967	150.08760679099942	0.030028291992493905	150.12008962499385	2bc478af5f16d4c38b117028f1e094cd6fb4691499cd2429b8199cb579c9bc63	d461ad316ef0efe7b2b6671d9121d38a116755c8be90682e5ddf6c0c7c1c6a0e
sol_0043	sol_0036	42	ok	Implemented `solver.py` with: - 32-replica unrestricted gap-vector parallel tempering - Exact sol_0036 66-element fallback - Required 40/30/20/10 mutation mix - `40–120` elements, span `120–400`, gaps `1–24` - Deterministic seed `5042` - Exact scoring and atomic checkpoints - 150-second search budget Static syntax and whitespace validation passed. The solver was not run, and no other file was changed.	66	265	235	158	1.0946069773879967	150.0790450409986	0.027910374992643483	150.1095404170046	2bc478af5f16d4c38b117028f1e094cd6fb4691499cd2429b8199cb579c9bc63	d461ad316ef0efe7b2b6671d9121d38a116755c8be90682e5ddf6c0c7c1c6a0e
sol_0044	sol_0036	43	ok	Implemented the mixed-radix triple-product experiment in `solver.py`: - Exact 66-element incumbent fallback - Strong 6–8 digit seed generation - Radices `q=32..64` - 512-bit subset annealing - 1–8 cell toggles and whole-slice replacements - Deterministic seed `5043` - Atomic checkpoints over 150 seconds Static syntax and whitespace validation passed. The solver was not executed, and no other file was created or modified.	66	265	235	158	1.0946069773879967	151.6097871660022	0.030986333003966138	151.64301899999555	2bc478af5f16d4c38b117028f1e094cd6fb4691499cd2429b8199cb579c9bc63	d461ad316ef0efe7b2b6671d9121d38a116755c8be90682e5ddf6c0c7c1c6a0e
sol_0045	sol_0036	44	ok	Implemented `solver.py` with the focused seven-permutation-matching tensor projection experiment: - Deterministic seed `5044` - Searches `q ∈ [160, 320]` - Permutation swaps, whole-matching replacements, and sparse cell toggles - Exact scoring and atomic checkpoints - Immediate verified 66-point fallback - 150-second safety budget Static syntax and whitespace checks passed. The solver was not executed, and `PROPOSAL.md` was not created due to the binding one-file protocol.	473	6899	5605	3449	1.084017241096945	150.08861362500465	0.04480887499812525	150.136392875007	38b5a1c87d5c798e72dbd826ff9bf1c74db12f95ab2b2abe4281d6162c00715f	2c98e7946e198afacbbde0fbcf59eccf4cde32ed71fc2ccae898778a8f3df811
sol_0046	sol_0036	45	crash	proposal agent (codex) exited with code 1: 2026-07-21T19:10:11.957417Z  WARN codex_mcp::rmcp_client: failed to initialize MCP client during shutdown: MCP startup failed: handshaking with MCP server failed: Send message error Transport [rmcp::transport::worker::WorkerTransport<rmcp::transport::streamable_http_client::StreamableHttpClientWorke										
sol_0047	sol_0036	46	ok	Implemented the Pareto scalarization search in `solver.py`: - Exact hard-coded 66-point sol_0036 fallback, verified against `(66, 265, 235)`. - 24 replicas with λ from 1.06 to 1.18. - Toggle, swap, and contiguous 2–6 point mutations. - Nondominated `(n, sums, differences)` archive with exchanges every 2,000 proposals. - Exact strict-improvement checkpointing over 145 seconds. - Deterministic seed `5046`. - Static AST validation passed. No solver execution was performed, and no other file was cha	66	265	235	158	1.0946069773879967	145.07411854200473	0.0397498340025777	145.11708358301257	2bc478af5f16d4c38b117028f1e094cd6fb4691499cd2429b8199cb579c9bc63	d461ad316ef0efe7b2b6671d9121d38a116755c8be90682e5ddf6c0c7c1c6a0e
sol_0048	sol_0036	47	crash	proposal agent (codex) exited with code 1: 2026-07-21T19:20:05.741802Z  WARN codex_mcp::rmcp_client: failed to initialize MCP client during shutdown: MCP startup failed: handshaking with MCP server failed: Send message error Transport [rmcp::transport::worker::WorkerTransport<rmcp::transport::streamable_http_client::StreamableHttpClientWorke										
sol_0049	sol_0036	48	ok	Implemented the focused dense-fringe refinement in [solver.py](/Users/williamqian/GitHub/OpenHyra/runs/sums_diffs/trial_04/drafts/iter_0048/solver.py). - Embeds the exact 66-element incumbent as immediate fallback. - Uses deterministic seed `5048`. - Searches coordinated boundary, replacement, and fringe perturbations for 145 seconds. - Atomically checkpoints improvements. - Static syntax validation passed. - Solver was not executed. - No other files were modified or added.	66	265	235	158	1.0946069773879967	145.0862657079997	0.03770762500062119	145.12667399999918	2bc478af5f16d4c38b117028f1e094cd6fb4691499cd2429b8199cb579c9bc63	d461ad316ef0efe7b2b6671d9121d38a116755c8be90682e5ddf6c0c7c1c6a0e
sol_0050	sol_0036	49	ok	Implemented the focused product-deletion experiment in [solver.py](/Users/williamqian/GitHub/OpenHyra/runs/sums_diffs/trial_04/drafts/iter_0049/solver.py). - Builds the requested 528-point product at scale 256. - Uses a width-64 exact-scoring beam for 16–40 deletions. - Applies sampled 1-for-1 tabu repairs. - Uses deterministic seed `5049` and a 145-second deadline. - Immediately checkpoints the verified 66-point fallback. - Static AST and whitespace validation passed. - Did not run the solver o	66	265	235	158	1.0946069773879967	145.10837633299525	0.038705334009137005	145.14944583299803	2bc478af5f16d4c38b117028f1e094cd6fb4691499cd2429b8199cb579c9bc63	d461ad316ef0efe7b2b6671d9121d38a116755c8be90682e5ddf6c0c7c1c6a0e
sol_0051	sol_0036	50	ok	Implemented the Gray-code exhaustive search in [solver.py](/Users/williamqian/GitHub/OpenHyra/runs/sums_diffs/trial_04/drafts/iter_0050/solver.py). - Enumerates normalized endpoint-containing subsets for spans 12–24. - Uses incremental sum/difference multiplicities. - Writes the verified 66-point fallback immediately. - Atomically checkpoints exact improvements. - Stops safely after 145 seconds. - Static syntax and whitespace validation passed. - Solver was not executed; no other files were chan	473	6899	5605	3449	1.084017241096945	25.33315887498611	0.032697874994482845	25.368304584000725	38b5a1c87d5c798e72dbd826ff9bf1c74db12f95ab2b2abe4281d6162c00715f	2c98e7946e198afacbbde0fbcf59eccf4cde32ed71fc2ccae898778a8f3df811
